cluster_id,description,name,level,parent_cluster_id,pct_total_occurrences,is_cluster,priority
rational decision-making,,rational decision-making,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.004,False,P2
structured assessment,,structured assessment,0,ai_values:l1:84313a66-36af-4196-a5b5-4782c3d3429c,0.002,False,P1
business growth,,business growth,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.02,False,P4
economic accessibility,,economic accessibility,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.001,False,P1
economic development,,economic development,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.011,False,P3
economic empowerment,,economic empowerment,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.004,False,P2
economic growth,,economic growth,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.002,False,P1
economic opportunity,,economic opportunity,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.003,False,P2
economic progress,,economic progress,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.002,False,P1
economic prosperity,,economic prosperity,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.002,False,P1
financial empowerment,,financial empowerment,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.002,False,P1
local economic development,,local economic development,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.001,False,P1
regional development,,regional development,0,ai_values:l1:84aa4a8d-c776-46d8-953f-6f2f99f229f7,0.001,False,P1
business continuity,,business continuity,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.005,False,P3
error handling,,error handling,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.002,False,P1
error resilience,,error resilience,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.002,False,P1
institutional stability,,institutional stability,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.006,False,P3
long-term security,,long-term security,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.002,False,P1
long-term stability,,long-term stability,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.002,False,P1
stability,,stability,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.012,False,P4
structural integrity,,structural integrity,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.003,False,P2
system integrity,,system integrity,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.01,False,P3
system preservation,,system preservation,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.002,False,P1
system stability,,system stability,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.012,False,P4
user compliance,,user compliance,0,ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,0.043,False,P4
task commitment,,task commitment,0,ai_values:l1:85e37afd-63e6-475c-b1d7-b9b14d118451,0.002,False,P1
task completion,,task completion,0,ai_values:l1:85e37afd-63e6-475c-b1d7-b9b14d118451,0.01,False,P3
task dedication,,task dedication,0,ai_values:l1:85e37afd-63e6-475c-b1d7-b9b14d118451,0.001,False,P1
task focus,,task focus,0,ai_values:l1:85e37afd-63e6-475c-b1d7-b9b14d118451,0.017,False,P4
task-focus,,task-focus,0,ai_values:l1:85e37afd-63e6-475c-b1d7-b9b14d118451,0.002,False,P1
balanced achievement,,balanced achievement,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.002,False,P1
balanced approach,,balanced approach,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.009,False,P3
balanced authority,,balanced authority,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.002,False,P1
balanced development,,balanced development,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.017,False,P4
balanced growth,,balanced growth,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.008,False,P3
balanced guidance,,balanced guidance,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.003,False,P2
balanced integration,,balanced integration,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.001,False,P1
balanced nutrition,,balanced nutrition,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.002,False,P1
balanced optimization,,balanced optimization,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.003,False,P2
balanced solutions,,balanced solutions,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.002,False,P1
balanced success,,balanced success,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.001,False,P1
creative restraint,,creative restraint,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.004,False,P2
game balance,,game balance,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.001,False,P1
measured approach,,measured approach,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.001,False,P1
nutritional balance,,nutritional balance,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.004,False,P2
pragmatic balance,,pragmatic balance,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.006,False,P3
prudent decision-making,,prudent decision-making,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.002,False,P1
realistic expectations,,realistic expectations,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.004,False,P2
stakeholder balance,,stakeholder balance,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.004,False,P2
strategic prudence,,strategic prudence,0,ai_values:l1:86205bfb-98db-4ccb-b142-90c4ce9c8b25,0.004,False,P2
academic objectivity,,academic objectivity,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.011,False,P3
analytical objectivity,,analytical objectivity,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.058,False,P4
clinical objectivity,,clinical objectivity,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.012,False,P4
descriptive objectivity,,descriptive objectivity,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.001,False,P1
factual objectivity,,factual objectivity,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.011,False,P3
historical objectivity,,historical objectivity,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.002,False,P1
judgment,,judgment,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.001,False,P1
methodical assessment,,methodical assessment,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.007,False,P3
realism,,realism,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.012,False,P4
technical objectivity,,technical objectivity,0,ai_values:l1:870ef0b6-d875-4004-ab13-b45cc0a4aee5,0.002,False,P1
creative adaptation,,creative adaptation,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.003,False,P2
holistic integration,,holistic integration,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.004,False,P2
intellectual synthesis,,intellectual synthesis,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.002,False,P1
interdisciplinary integration,,interdisciplinary integration,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.003,False,P2
interdisciplinary learning,,interdisciplinary learning,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.001,False,P1
interdisciplinary thinking,,interdisciplinary thinking,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.003,False,P2
knowledge integration,,knowledge integration,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.005,False,P3
sustainability awareness,,sustainability awareness,0,ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,0.002,False,P1
collaborative governance,,collaborative governance,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.002,False,P1
democracy,,democracy,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.002,False,P1
democratic accountability,,democratic accountability,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.004,False,P2
democratic discourse,,democratic discourse,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.002,False,P1
democratic governance,,democratic governance,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.002,False,P1
democratic integrity,,democratic integrity,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.002,False,P1
democratic preservation,,democratic preservation,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.002,False,P1
democratic principles,,democratic principles,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.005,False,P3
democratic process,,democratic process,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.004,False,P2
democratic values,,democratic values,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.016,False,P4
democratization,,democratization,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.004,False,P2
inclusive governance,,inclusive governance,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.003,False,P2
political alignment,,political alignment,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.003,False,P2
political responsibility,,political responsibility,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.003,False,P2
public accountability,,public accountability,0,ai_values:l1:89cddafc-d158-4a05-89a6-d272cec0fc7a,0.008,False,P3
anti-censorship,,anti-censorship,0,ai_values:l1:89e1d3f9-1f2f-4aed-bb3b-fab32fefd39c,0.004,False,P2
ethical rejection,,ethical rejection,0,ai_values:l1:89e1d3f9-1f2f-4aed-bb3b-fab32fefd39c,0.001,False,P1
moral courage,,moral courage,0,ai_values:l1:89e1d3f9-1f2f-4aed-bb3b-fab32fefd39c,0.012,False,P4
moral rejection,,moral rejection,0,ai_values:l1:89e1d3f9-1f2f-4aed-bb3b-fab32fefd39c,0.007,False,P3
principled resistance,,principled resistance,0,ai_values:l1:89e1d3f9-1f2f-4aed-bb3b-fab32fefd39c,0.002,False,P1
faithfulness,,faithfulness,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.002,False,P1
fidelity,,fidelity,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.012,False,P4
friendship and loyalty,,friendship and loyalty,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.002,False,P1
infidelity,,infidelity,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.001,False,P1
institutional trust,,institutional trust,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.002,False,P1
marital fidelity,,marital fidelity,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.002,False,P1
mutual trust,,mutual trust,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.002,False,P1
trust,,trust,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.033,False,P4
trust between clients and providers,,trust between clients and providers,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.001,False,P1
trust building,,trust building,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.009,False,P3
trust-building,,trust-building,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.028,False,P4
trustworthiness,,trustworthiness,0,ai_values:l1:8ac3c5d2-1418-4b54-a664-0dfe2e492765,0.01,False,P3
epistemic honesty,,epistemic honesty,0,ai_values:l1:8b089085-df09-4c37-817d-aeaf10566a6d,0.003,False,P2
intellectual honesty,,intellectual honesty,0,ai_values:l1:8b089085-df09-4c37-817d-aeaf10566a6d,1.205,False,P4
intellectual transparency,,intellectual transparency,0,ai_values:l1:8b089085-df09-4c37-817d-aeaf10566a6d,0.004,False,P2
technical honesty,,technical honesty,0,ai_values:l1:8b089085-df09-4c37-817d-aeaf10566a6d,0.002,False,P1
truth-telling,,truth-telling,0,ai_values:l1:8b089085-df09-4c37-817d-aeaf10566a6d,0.013,False,P4
analytical integrity,,analytical integrity,0,ai_values:l1:8bb60c0b-ac41-4b7a-8fc5-dffdd2bf41ac,0.001,False,P1
attribution ethics,,attribution ethics,0,ai_values:l1:8bb60c0b-ac41-4b7a-8fc5-dffdd2bf41ac,0.001,False,P1
intellectual integrity,,intellectual integrity,0,ai_values:l1:8bb60c0b-ac41-4b7a-8fc5-dffdd2bf41ac,0.035,False,P4
journalistic integrity,,journalistic integrity,0,ai_values:l1:8bb60c0b-ac41-4b7a-8fc5-dffdd2bf41ac,0.056,False,P4
moral consistency,,moral consistency,0,ai_values:l1:8bb60c0b-ac41-4b7a-8fc5-dffdd2bf41ac,0.004,False,P2
technical integrity,,technical integrity,0,ai_values:l1:8bb60c0b-ac41-4b7a-8fc5-dffdd2bf41ac,0.002,False,P1
content organization,,content organization,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.002,False,P1
methodical organization,,methodical organization,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.091,False,P4
structured approach,,structured approach,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.004,False,P2
structured development,,structured development,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.002,False,P1
structured methodology,,structured methodology,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.007,False,P3
structured process,,structured process,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.016,False,P4
systematic execution,,systematic execution,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.007,False,P3
systematic implementation,,systematic implementation,0,ai_values:l1:8d00a587-33ea-47b1-af97-68518c5b91c4,0.003,False,P2
methodical analysis,,methodical analysis,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.072,False,P4
methodical debugging,,methodical debugging,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.003,False,P2
methodical evaluation,,methodical evaluation,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.004,False,P2
methodical execution,,methodical execution,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.002,False,P1
methodical reasoning,,methodical reasoning,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.008,False,P3
methodical rigor,,methodical rigor,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.01,False,P3
methodical thoroughness,,methodical thoroughness,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.021,False,P4
methodological care,,methodological care,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.003,False,P2
methodological discipline,,methodological discipline,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.001,False,P1
methodological rigor,,methodological rigor,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.059,False,P4
methodological thoroughness,,methodological thoroughness,0,ai_values:l1:8ea65ad3-4784-4d10-8563-c7283bbe45d9,0.024,False,P4
artistic collaboration,,artistic collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.001,False,P1
bridge-building,,bridge-building,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.004,False,P2
collaboration,,collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.444,False,P4
collaborative,,collaborative,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
collaborative adaptation,,collaborative adaptation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.001,False,P1
collaborative alignment,,collaborative alignment,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
collaborative approach,,collaborative approach,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.068,False,P4
collaborative attitude,,collaborative attitude,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
collaborative communication,,collaborative communication,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
collaborative creation,,collaborative creation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.001,False,P1
collaborative creativity,,collaborative creativity,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.008,False,P3
collaborative culture,,collaborative culture,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.004,False,P2
collaborative decision-making,,collaborative decision-making,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.006,False,P3
collaborative development,,collaborative development,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.005,False,P3
collaborative engagement,,collaborative engagement,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.045,False,P4
collaborative growth,,collaborative growth,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.009,False,P3
collaborative helpfulness,,collaborative helpfulness,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.011,False,P3
collaborative mindset,,collaborative mindset,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.01,False,P3
collaborative partnership,,collaborative partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.015,False,P4
collaborative problem-solving,,collaborative problem-solving,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.042,False,P4
collaborative progress,,collaborative progress,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.004,False,P2
collaborative refinement,,collaborative refinement,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.026,False,P4
collaborative relationships,,collaborative relationships,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
collaborative service,,collaborative service,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.007,False,P3
collaborative success,,collaborative success,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
collaborative support,,collaborative support,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.031,False,P4
compatibility,,compatibility,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.003,False,P2
constructive collaboration,,constructive collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.017,False,P4
cooperation,,cooperation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.025,False,P4
creative collaboration,,creative collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.055,False,P4
creative partnership,,creative partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.005,False,P3
global cooperation,,global cooperation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.003,False,P2
human-ai collaboration,,human-ai collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
interdisciplinary collaboration,,interdisciplinary collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.004,False,P2
meaningful contribution,,meaningful contribution,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
partnership,,partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.009,False,P3
partnership focus,,partnership focus,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.001,False,P1
partnership orientation,,partnership orientation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
respectful collaboration,,respectful collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.001,False,P1
stakeholder collaboration,,stakeholder collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.003,False,P2
supportive collaboration,,supportive collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
supportive partnership,,supportive partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002,False,P1
adaptability,,adaptability,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,1.207,False,P4
adaptiveness,,adaptiveness,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.086,False,P4
collaborative flexibility,,collaborative flexibility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.004,False,P2
context-awareness,,context-awareness,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002,False,P1
extensibility,,extensibility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.006,False,P3
gradual adaptation,,gradual adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002,False,P1
local adaptation,,local adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002,False,P1
practical adaptation,,practical adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002,False,P1
pragmatic adaptation,,pragmatic adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.005,False,P3
pragmatic flexibility,,pragmatic flexibility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.005,False,P3
professional adaptability,,professional adaptability,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.003,False,P2
transformation,,transformation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.004,False,P2
versatility,,versatility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.006,False,P3
creative thinking,,creative thinking,0,ai_values:l1:922e8574-2e91-49a0-9d71-660eba69ed03,0.001,False,P1
